crn,seatCapacity,seatActual,seatRemaining,waitlistCapacity,waitlistActual,waitlistRemaining
83622,1,0,1,0,0,0
27652,3,0,3,0,0,0
91819,25,17,8,0,0,0
94780,10,1,9,0,0,0
24894,20,0,20,0,0,0
33132,20,14,6,0,0,0
57281,10,0,10,0,0,0
54450,15,0,15,0,0,0
27010,2,0,2,0,0,0
32533,14,14,0,14,0,14
54944,5,2,3,0,0,0
88674,8,8,0,4,0,4
83624,0,0,0,0,0,0
22468,5,0,5,0,0,0
88650,25,11,14,0,0,0
30529,20,16,4,0,0,0
90166,3,0,3,0,0,0
57112,10,1,9,0,0,0
57348,10,0,10,0,0,0
54599,15,0,15,0,0,0
27011,2,0,2,0,0,0
20913,20,5,15,0,0,0
88675,8,8,0,4,0,4
32534,14,14,0,14,6,8
84893,0,0,0,0,0,0
91613,24,24,0,0,0,0
23849,3,0,3,0,0,0
59863,15,1,14,0,0,0
92782,5,0,5,0,0,0
59852,10,0,10,0,0,0
54760,5,0,5,0,0,0
30530,15,7,8,0,0,0
25530,20,6,14,0,0,0
27012,2,0,2,0,0,0
32535,14,13,0,14,2,12
88676,8,8,0,4,0,4
88449,1,0,1,0,0,0
80612,40,24,16,0,0,0
30531,16,14,2,0,0,0
53568,15,0,15,0,0,0
22066,10,1,9,0,0,0
90087,1,0,1,0,0,0
57299,10,0,10,0,0,0
57372,10,4,6,0,0,0
21687,2,1,1,0,0,0
20326,160,54,106,0,0,0
84846,0,0,0,0,0,0
88677,7,7,0,4,0,4
27160,3,0,3,0,0,0
94595,10,0,10,0,0,0
57243,10,1,9,0,0,0
91614,24,25,0,0,0,0
32536,14,14,0,5,1,4
53569,15,0,15,0,0,0
24297,2,0,2,0,0,0
30532,20,10,10,0,0,0
20327,25,1,24,0,0,0
60724,10,1,9,0,0,0
80757,24,25,0,0,0,0
27093,10,5,5,0,0,0
88673,64,63,1,0,0,0
82763,6,1,5,0,0,0
32537,14,14,0,5,1,4
82160,1,1,0,0,0,0
55995,15,0,15,0,0,0
33128,0,0,0,0,0,0
53901,4,0,4,0,0,0
21896,0,0,0,0,0,0
30268,3,0,3,0,0,0
60085,10,2,8,0,0,0
88678,8,8,0,4,0,4
32538,14,14,0,5,2,3
91615,60,53,7,0,0,0
55814,10,0,10,0,0,0
84790,1,0,1,0,0,0
60026,10,0,10,0,0,0
20877,10,0,10,0,0,0
24258,3,0,3,0,0,0
94589,10,0,10,0,0,0
30533,10,10,0,0,0,0
26171,2,0,2,0,0,0
53570,15,0,15,0,0,0
33204,14,13,0,14,6,8
54104,5,0,5,0,0,0
58648,10,0,10,0,0,0
82430,1,0,1,0,0,0
88679,8,8,0,4,0,4
20328,25,2,23,0,0,0
84170,30,33,0,0,0,0
53571,15,0,15,0,0,0
24848,4,0,4,0,0,0
26569,3,0,3,0,0,0
94498,10,0,10,0,0,0
33288,10,2,8,0,0,0
33205,14,14,0,14,4,10
56616,15,1,14,0,0,0
21692,15,0,15,0,0,0
84366,3,1,2,0,0,0
89551,3,2,1,0,0,0
31899,10,0,10,0,0,0
59855,10,1,9,0,0,0
26500,5,0,5,0,0,0
54600,15,0,15,0,0,0
95095,30,20,10,0,0,0
21881,2,0,2,0,0,0
88680,8,8,0,4,0,4
33206,14,14,0,14,2,12
57419,10,0,10,0,0,0
92576,1,0,1,0,0,0
94584,10,0,10,0,0,0
32488,10,0,10,0,0,0
24298,2,0,2,0,0,0
29991,5,0,5,0,0,0
94843,0,0,0,7,0,7
53573,15,0,15,0,0,0
60778,10,3,7,0,0,0
91617,15,5,10,0,0,0
26526,10,0,10,0,0,0
84424,1,0,1,0,0,0
32818,14,14,0,5,1,4
87353,3,1,2,0,0,0
32075,1,0,1,0,0,0
21879,5,1,4,0,0,0
89854,15,5,10,0,0,0
94321,8,8,0,4,0,4
22126,10,2,8,0,0,0
56445,10,0,10,0,0,0
23468,2,0,2,0,0,0
55820,15,0,15,0,0,0
32819,14,14,0,5,3,2
88450,1,0,1,0,0,0
89216,3,3,0,0,0,0
21993,65,65,0,20,4,16
26651,10,0,10,0,0,0
32293,5,0,5,0,0,0
91616,13,9,4,0,0,0
93514,64,43,21,0,0,0
55394,5,0,5,0,0,0
53574,15,0,15,0,0,0
22509,2,0,2,0,0,0
32820,14,14,0,5,0,5
83576,1,0,1,0,0,0
89853,13,9,4,0,0,0
94600,10,0,10,0,0,0
55428,5,0,5,0,0,0
21767,30,21,6,10,3,7
30280,5,0,5,0,0,0
21721,2,0,2,0,0,0
33556,10,1,9,0,0,0
92587,5,3,2,0,0,0
27994,35,17,18,5,0,5
53575,15,0,15,0,0,0
84992,1,0,1,0,0,0
30515,12,11,0,10,10,0
27181,5,0,5,0,0,0
81570,30,30,0,0,0,0
55505,5,0,5,0,0,0
94666,10,0,10,0,0,0
23918,0,0,0,0,0,0
56175,15,0,15,0,0,0
24295,1,0,1,0,0,0
92590,1,1,0,0,0,0
26152,10,0,10,0,0,0
84995,1,0,1,0,0,0
29990,5,0,5,0,0,0
31387,10,6,4,3,0,3
56244,10,0,10,0,0,0
83944,3,0,3,0,0,0
23919,0,0,0,0,0,0
92591,1,1,0,0,0,0
23764,10,0,10,0,0,0
32698,2,0,2,0,0,0
56918,15,0,15,0,0,0
82090,5,4,1,0,0,0
24198,2,0,2,0,0,0
81427,15,10,5,0,0,0
27094,62,55,4,20,3,17
58570,10,0,10,0,0,0
87701,8,5,3,0,0,0
31825,10,6,4,0,0,0
57099,10,0,10,0,0,0
24528,2,0,2,0,0,0
82516,200,198,2,40,0,40
84406,3,3,0,0,0,0
23756,3,0,3,0,0,0
31423,25,24,0,20,20,0
87600,10,0,10,0,0,0
60099,10,0,10,0,0,0
53576,15,0,15,0,0,0
80585,30,27,3,0,0,0
32347,10,0,10,0,0,0
89254,197,195,2,40,0,40
23261,3,0,3,0,0,0
88451,2,1,1,0,0,0
24931,2,0,2,0,0,0
31624,28,28,0,1,0,1
86590,18,4,14,0,0,0
86454,30,23,7,0,0,0
23597,10,3,7,0,0,0
81013,90,87,3,20,0,20
54601,15,0,15,0,0,0
58669,10,3,7,0,0,0
26387,5,0,5,0,0,0
25861,3,0,3,0,0,0
88452,3,3,0,0,0,0
24955,20,6,14,0,0,0
92550,20,23,0,0,0,0
26174,8,0,8,0,0,0
27754,10,0,10,0,0,0
33676,40,30,0,25,16,9
94977,85,67,18,0,0,0
60530,10,1,9,0,0,0
90307,3,1,2,0,0,0
56159,15,0,15,0,0,0
33129,30,6,24,0,0,0
88453,0,0,0,0,0,0
23155,1,0,1,0,0,0
21644,5,1,4,0,0,0
30899,5,5,0,6,5,1
90463,1,0,1,0,0,0
87747,15,11,4,0,0,0
94031,128,113,15,0,0,0
56992,10,0,10,0,0,0
20329,25,0,25,0,0,0
53577,15,0,15,0,0,0
31525,25,6,19,0,0,0
94935,3,0,3,0,0,0
26852,20,17,3,10,0,10
94032,14,13,1,5,0,5
23757,1,0,1,0,0,0
95295,1,1,0,0,0,0
27767,5,1,4,0,0,0
92270,5,1,4,0,0,0
55392,5,0,5,0,0,0
22182,10,0,10,0,0,0
53578,15,0,15,0,0,0
81947,2,2,0,0,0,0
94033,14,13,1,5,0,5
33768,6,1,5,0,0,0
86192,20,21,0,0,0,0
26395,5,0,5,0,0,0
56093,15,0,15,0,0,0
55405,5,0,5,0,0,0
24936,2,0,2,0,0,0
82178,5,3,2,0,0,0
20330,25,0,25,0,0,0
94034,14,12,2,5,0,5
32039,5,0,5,0,0,0
84993,0,0,0,0,0,0
87035,35,32,3,0,0,0
55967,15,0,15,0,0,0
25572,3,0,3,0,0,0
33675,8,0,8,0,0,0
25194,2,0,2,0,0,0
58475,10,0,10,0,0,0
94512,10,1,9,0,0,0
32304,5,0,5,0,0,0
94035,14,12,2,5,0,5
20331,25,0,25,0,0,0
82187,0,0,0,0,0,0
53913,15,0,15,0,0,0
94104,15,12,3,0,0,0
57552,100,76,24,20,0,20
58207,10,0,10,0,0,0
26043,5,0,5,0,0,0
26710,5,0,5,0,0,0
32955,35,29,2,10,4,6
85873,5,1,4,0,0,0
25440,2,0,2,0,0,0
20333,25,0,25,0,0,0
94036,16,16,0,5,0,5
87308,2,0,2,0,0,0
53579,15,0,15,0,0,0
57553,5,1,4,5,0,5
58208,10,0,10,0,0,0
23260,5,2,3,0,0,0
28740,132,122,10,0,0,0
28284,1,0,1,0,0,0
84196,3,0,3,0,0,0
20334,25,2,23,0,0,0
85668,4,2,2,0,0,0
26751,2,0,2,0,0,0
94037,15,15,0,5,0,5
53580,15,0,15,0,0,0
57488,84,84,0,20,0,20
21650,5,0,5,0,0,0
57650,10,0,10,0,0,0
26684,5,0,5,0,0,0
28864,43,33,10,20,0,20
27121,10,4,6,0,0,0
26750,2,0,2,0,0,0
82172,0,0,0,0,0,0
83094,3,3,0,0,0,0
94038,16,16,0,5,0,5
53626,15,0,15,0,0,0
58328,80,62,18,0,0,0
87538,30,22,8,0,0,0
59556,10,0,10,0,0,0
22843,5,0,5,0,0,0
28875,43,43,0,20,4,16
32020,5,1,4,0,0,0
24880,20,2,18,0,0,0
23078,1,0,1,0,0,0
84994,0,0,0,0,0,0
94050,16,16,0,5,0,5
83048,6,2,4,0,0,0
53627,15,0,15,0,0,0
59916,100,55,45,0,0,0
94240,15,13,2,0,0,0
26396,5,0,5,0,0,0
24771,6,0,6,0,0,0
28876,46,46,0,20,9,11
55779,10,0,10,0,0,0
25012,20,4,16,0,0,0
25899,2,0,2,0,0,0
84040,0,0,0,0,0,0
94606,10,0,10,0,0,0
94039,96,82,14,0,0,0
56128,15,0,15,0,0,0
59976,5,0,5,0,0,0
92976,5,1,4,0,0,0
24772,5,0,5,0,0,0
55368,5,0,5,0,0,0
24094,0,0,0,0,0,0
33550,30,17,13,0,0,0
23706,2,0,2,0,0,0
20338,25,4,21,0,0,0
82884,1,0,1,0,0,0
87950,5,3,2,0,0,0
94040,14,14,0,5,0,5
93345,5,0,5,0,0,0
59922,75,57,18,0,0,0
55460,15,0,15,0,0,0
27624,5,0,5,0,0,0
60890,10,1,9,0,0,0
33551,30,17,13,0,0,0
23843,1,0,1,0,0,0
21812,5,1,4,0,0,0
81984,0,0,0,0,0,0
58865,80,61,19,0,0,0
94041,14,13,1,5,0,5
84205,20,0,20,0,0,0
27300,25,1,24,0,0,0
87801,5,1,4,0,0,0
21358,5,0,5,0,0,0
59861,10,0,10,0,0,0
33557,30,11,19,0,0,0
23428,1,0,1,0,0,0
57554,100,52,48,20,0,20
94042,15,15,0,4,0,4
84991,0,0,0,0,0,0
81945,12,1,11,0,0,0
22615,10,3,7,0,0,0
88664,5,1,4,0,0,0
23195,5,0,5,0,0,0
28025,5,0,5,0,0,0
58743,10,0,10,0,0,0
33558,30,11,19,0,0,0
26205,2,0,2,0,0,0
57555,5,0,5,5,0,5
23079,10,1,9,0,0,0
82140,5,0,5,0,0,0
85267,0,0,0,0,0,0
94043,14,13,1,5,0,5
92975,5,0,5,0,0,0
21658,5,2,3,0,0,0
21223,6,0,6,0,0,0
26732,1,0,1,0,0,0
55806,10,0,10,0,0,0
29207,24,9,15,0,0,0
54602,15,0,15,0,0,0
60298,60,27,33,0,0,0
20340,25,0,25,0,0,0
94044,14,13,1,5,0,5
83803,10,0,10,0,0,0
94459,10,0,10,0,0,0
27768,5,1,4,0,0,0
29209,24,9,15,10,0,10
56898,10,0,10,0,0,0
55097,15,0,15,0,0,0
58788,100,48,52,0,0,0
20897,5,0,5,0,0,0
24250,10,0,10,0,0,0
27485,3,0,3,0,0,0
87631,3,0,3,0,0,0
94045,14,14,0,5,0,5
88040,3,0,3,0,0,0
29799,5,2,3,0,0,0
29384,20,7,13,0,0,0
24145,5,0,5,0,0,0
58789,5,0,5,0,0,0
55044,15,0,15,0,0,0
55829,10,0,10,0,0,0
26006,3,0,3,0,0,0
20343,25,0,25,0,0,0
94519,10,0,10,0,0,0
89912,35,31,4,5,0,5
87311,5,5,0,0,0,0
29385,20,7,13,0,0,0
23790,5,1,4,0,0,0
55738,10,0,10,0,0,0
60958,60,26,34,0,0,0
20661,5,0,5,0,0,0
24195,3,0,3,0,0,0
89018,3,0,3,0,0,0
84639,10,2,8,0,0,0
84578,0,0,0,0,0,0
82870,3,0,3,0,0,0
29414,10,10,0,0,0,0
27013,5,0,5,0,0,0
59884,10,1,9,0,0,0
31958,5,0,5,0,0,0
23703,1,0,1,0,0,0
94453,10,0,10,0,0,0
85780,20,7,13,0,0,0
84579,0,0,0,0,0,0
81902,4,2,2,0,0,0
21648,5,2,3,0,0,0
28228,10,0,10,0,0,0
27563,2,0,2,0,0,0
89850,5,1,4,0,0,0
54999,15,0,15,0,0,0
29415,10,10,0,10,4,6
86394,2,0,2,0,0,0
89655,15,6,9,0,0,0
22839,5,0,5,0,0,0
89548,6,5,1,0,0,0
57098,15,0,15,0,0,0
22036,10,0,10,0,0,0
32197,1,0,1,0,0,0
88815,5,0,5,0,0,0
32738,32,13,19,0,0,0
94163,25,12,13,0,0,0
56442,10,2,8,0,0,0
87640,3,2,1,0,0,0
88090,2,0,2,0,0,0
53628,15,0,15,0,0,0
21666,5,0,5,0,0,0
24152,5,0,5,0,0,0
30169,1,0,1,0,0,0
92943,5,1,4,0,0,0
55425,5,0,5,0,0,0
26020,27,0,27,0,0,0
86559,3,0,3,0,0,0
25965,3,0,3,0,0,0
88089,2,0,2,0,0,0
23331,25,0,25,0,0,0
58791,100,84,16,0,0,0
55676,15,0,15,0,0,0
26146,2,0,2,0,0,0
85688,25,8,17,0,0,0
55869,10,0,10,0,0,0
29168,27,0,27,0,0,0
21662,8,1,7,0,0,0
87175,5,3,2,0,0,0
88068,1,0,1,0,0,0
21803,45,0,45,0,0,0
26650,2,0,2,0,0,0
58946,100,69,31,0,0,0
55977,15,0,15,0,0,0
32736,32,32,0,0,0,0
93446,3,0,3,0,0,0
55037,5,0,5,0,0,0
83802,4,3,1,0,0,0
23338,5,2,3,0,0,0
89049,3,0,3,0,0,0
23396,5,0,5,0,0,0
29910,2,0,2,0,0,0
58794,20,0,20,0,0,0
30543,32,32,0,0,0,0
56157,10,1,9,0,0,0
82494,2,0,2,0,0,0
53629,15,0,15,0,0,0
81910,3,3,0,0,0,0
27014,5,0,5,0,0,0
59919,75,54,21,0,0,0
87128,3,0,3,0,0,0
25162,2,0,2,0,0,0
93655,1,1,0,0,0,0
56827,10,0,10,0,0,0
54603,15,0,15,0,0,0
92867,5,0,5,0,0,0
83287,3,0,3,0,0,0
26397,5,2,3,0,0,0
57558,100,50,50,20,0,20
84883,3,0,3,0,0,0
30544,32,32,0,0,0,0
90305,1,0,1,0,0,0
58435,10,3,7,0,0,0
53630,15,0,15,0,0,0
85387,5,0,5,0,0,0
26496,3,1,2,0,0,0
81908,0,0,0,0,0,0
60292,100,100,0,20,0,20
89138,2,0,2,0,0,0
31438,32,32,0,15,2,13
95256,1,2,0,0,0,0
95248,3,0,3,0,0,0
58670,10,0,10,0,0,0
87641,3,1,2,0,0,0
31427,3,0,3,0,0,0
53631,15,0,15,0,0,0
57559,5,0,5,5,0,5
29216,20,20,0,0,0,0
94908,2,1,1,0,0,0
88796,15,9,6,0,0,0
83822,3,0,3,0,0,0
60640,10,1,9,0,0,0
26305,5,0,5,0,0,0
82093,5,4,1,0,0,0
25152,2,0,2,0,0,0
56928,15,0,15,0,0,0
21652,5,1,4,0,0,0
58229,100,91,9,20,0,20
31582,11,11,0,10,0,10
95229,1,1,0,0,0,0
87079,3,2,1,0,0,0
57685,10,0,10,0,0,0
24589,5,0,5,0,0,0
83708,5,4,1,0,0,0
24020,2,0,2,0,0,0
53632,15,0,15,0,0,0
21656,3,0,3,0,0,0
58796,100,47,53,0,0,0
30898,8,7,0,4,4,0
95324,1,1,0,0,0,0
88016,3,0,3,0,0,0
55400,5,0,5,0,0,0
27337,5,0,5,0,0,0
81918,3,0,3,0,0,0
23776,1,0,1,0,0,0
26076,3,0,3,0,0,0
60293,100,88,12,0,0,0
32957,20,20,0,0,0,0
53634,15,0,15,0,0,0
85555,6,0,6,0,0,0
87689,5,3,2,0,0,0
55102,10,0,10,0,0,0
94966,3,1,2,0,0,0
89549,9,8,1,0,0,0
23283,2,0,2,0,0,0
28270,5,0,5,0,0,0
31437,23,23,0,10,1,9
55987,15,0,15,0,0,0
58798,5,0,5,0,0,0
85556,5,0,5,0,0,0
57956,10,1,9,0,0,0
87200,3,1,2,0,0,0
22099,3,0,3,0,0,0
23221,1,0,1,0,0,0
92575,5,4,1,0,0,0
54604,15,0,15,0,0,0
27385,5,0,5,0,0,0
32432,10,0,10,0,0,0
89215,5,0,5,0,0,0
59921,100,74,26,0,0,0
25866,3,2,1,0,0,0
94388,2,1,1,0,0,0
87861,1,0,1,0,0,0
58436,10,2,8,0,0,0
84425,3,2,1,0,0,0
26627,2,0,2,0,0,0
27357,5,0,5,0,0,0
53636,15,0,15,0,0,0
57569,50,50,0,20,0,20
32680,10,0,10,0,0,0
81520,5,1,4,0,0,0
93330,3,1,2,0,0,0
24849,5,3,2,0,0,0
57638,10,0,10,0,0,0
87976,2,0,2,0,0,0
88454,3,1,2,0,0,0
27464,2,0,2,0,0,0
28396,1,0,1,0,0,0
53637,15,0,15,0,0,0
58945,50,33,17,20,0,20
30350,10,0,10,0,0,0
89963,5,5,0,0,0,0
21660,5,0,5,0,0,0
56640,10,0,10,0,0,0
92835,2,0,2,0,0,0
83730,10,3,7,0,0,0
81906,6,4,2,0,0,0
26730,1,0,1,0,0,0
20404,10,0,10,0,0,0
60286,50,47,3,0,0,0
88658,5,4,1,0,0,0
24119,5,0,5,0,0,0
55395,5,0,5,0,0,0
95194,2,1,1,0,0,0
90167,3,0,3,0,0,0
58928,15,0,15,0,0,0
83283,3,3,0,0,0,0
32438,10,0,10,0,0,0
57560,5,0,5,5,0,5
23773,2,0,2,0,0,0
81366,6,2,4,0,0,0
22025,5,1,4,0,0,0
56202,10,0,10,0,0,0
87951,2,0,2,0,0,0
93493,3,0,3,0,0,0
53638,15,0,15,0,0,0
81926,3,0,3,0,0,0
32444,10,0,10,0,0,0
58800,50,42,8,0,0,0
24247,2,0,2,0,0,0
81011,5,0,5,0,0,0
32694,5,0,5,0,0,0
56611,10,0,10,0,0,0
87972,3,0,3,0,0,0
89027,2,0,2,0,0,0
87081,3,0,3,0,0,0
53639,15,0,15,0,0,0
22655,10,0,10,0,0,0
58947,50,27,23,0,0,0
84833,5,1,4,0,0,0
21646,5,0,5,0,0,0
24254,1,0,1,0,0,0
54966,15,0,15,0,0,0
88066,1,0,1,0,0,0
94656,10,1,9,0,0,0
81922,8,6,2,0,0,0
54605,15,0,15,0,0,0
24010,10,0,10,0,0,0
60287,50,41,9,0,0,0
80768,5,1,4,0,0,0
26631,2,0,2,0,0,0
21654,5,3,2,0,0,0
60791,10,1,9,0,0,0
87374,3,3,0,0,0,0
87955,2,0,2,0,0,0
53640,15,0,15,0,0,0
32447,10,0,10,0,0,0
58805,5,0,5,0,0,0
94239,5,4,1,0,0,0
83898,3,3,0,0,0,0
25175,2,0,2,0,0,0
22750,3,0,3,0,0,0
57735,10,0,10,0,0,0
87084,8,6,2,0,0,0
54606,15,0,15,0,0,0
32450,10,0,10,0,0,0
90222,10,0,10,0,0,0
59557,100,92,8,50,0,50
90243,1,0,1,0,0,0
88455,3,1,2,0,0,0
23415,1,0,1,0,0,0
32699,3,3,0,0,0,0
55807,10,1,9,0,0,0
84421,3,0,3,0,0,0
54607,15,0,15,0,0,0
33793,10,0,10,0,0,0
82366,10,6,4,0,0,0
59558,100,75,25,0,0,0
87642,4,3,1,0,0,0
87666,2,0,2,0,0,0
25143,2,0,2,0,0,0
58002,10,0,10,0,0,0
94552,10,0,10,0,0,0
32593,18,8,10,0,0,0
54608,15,0,15,0,0,0
87796,6,5,1,0,0,0
57592,75,72,3,20,0,20
84840,5,0,5,0,0,0
84320,1,1,0,0,0,0
87301,5,0,5,0,0,0
23346,2,0,2,0,0,0
55397,6,1,5,0,0,0
30449,50,42,8,0,0,0
53641,15,0,15,0,0,0
94933,5,0,5,0,0,0
58806,75,72,3,0,0,0
83890,25,0,25,0,0,0
94950,5,2,3,0,0,0
55778,10,0,10,0,0,0
83551,1,0,1,0,0,0
28243,1,0,1,0,0,0
30450,50,50,0,0,0,0
53642,15,0,15,0,0,0
81912,5,4,1,0,0,0
30186,3,0,3,0,0,0
60288,75,67,8,20,0,20
82082,45,8,37,0,0,0
88596,6,2,4,0,0,0
87091,2,0,2,0,0,0
23701,1,0,1,0,0,0
60670,10,0,10,0,0,0
30502,12,12,0,3,3,0
55996,15,0,15,0,0,0
60289,75,67,8,0,0,0
32486,10,0,10,0,0,0
85461,2,0,2,0,0,0
81916,3,1,2,0,0,0
25972,2,0,2,0,0,0
94557,10,0,10,0,0,0
26770,10,8,2,0,0,0
83964,5,1,4,0,0,0
53643,15,0,15,0,0,0
54116,5,0,5,5,0,5
87210,3,0,3,0,0,0
95076,2,1,1,0,0,0
20406,10,0,10,0,0,0
23046,1,0,1,0,0,0
87320,10,6,4,0,0,0
53644,15,0,15,0,0,0
28741,28,28,0,0,0,0
58807,5,0,5,0,0,0
26414,2,0,2,0,0,0
84631,20,5,15,0,0,0
53645,15,0,15,0,0,0
82431,3,0,3,0,0,0
32002,5,1,4,0,0,0
30452,20,20,0,10,1,9
57593,100,66,34,20,0,20
94647,10,0,10,0,0,0
80318,78,49,29,25,0,25
24703,2,0,2,0,0,0
53646,15,0,15,0,0,0
86943,5,4,1,0,0,0
30453,6,5,1,0,0,0
23507,1,0,1,0,0,0
94565,10,0,10,0,0,0
60508,50,42,8,20,0,20
28335,3,0,3,0,0,0
92582,48,30,18,0,0,0
87507,5,1,4,0,0,0
56004,15,0,15,0,0,0
85669,5,3,2,0,0,0
30454,6,5,1,0,0,0
24937,2,0,2,0,0,0
83264,3,0,3,0,0,0
60509,50,24,26,20,0,20
28161,3,0,3,0,0,0
85338,5,0,5,0,0,0
81920,5,4,1,0,0,0
55974,15,0,15,0,0,0
21062,25,25,0,0,0,0
92583,10,10,0,3,0,3
85892,10,0,10,0,0,0
53463,5,3,2,5,0,5
21726,10,0,10,0,0,0
33866,1,0,1,0,0,0
88862,5,0,5,0,0,0
54609,15,0,15,0,0,0
84804,4,3,1,0,0,0
31754,4,2,2,0,0,0
92584,12,11,1,3,0,3
58832,5,3,2,5,0,5
24954,5,0,5,0,0,0
89159,5,4,1,0,0,0
23962,20,5,15,0,0,0
53647,15,0,15,0,0,0
82351,3,3,0,0,0,0
31756,4,2,2,0,0,0
92585,10,10,0,3,0,3
90427,1,1,0,0,0,0
57562,50,37,13,20,0,20
22027,5,0,5,0,0,0
29806,64,60,4,0,0,0
53648,15,0,15,0,0,0
89785,5,0,5,0,0,0
81904,3,2,1,0,0,0
31415,5,1,4,0,0,0
89833,9,9,0,2,0,2
57563,5,1,4,5,0,5
29807,14,13,1,3,0,3
88934,5,2,3,0,0,0
32453,10,1,9,0,0,0
82504,3,1,2,0,0,0
56176,15,0,15,0,0,0
81914,3,1,2,0,0,0
31368,10,10,0,0,0,0
89834,9,9,0,2,0,2
56065,50,28,22,0,0,0
82154,10,0,10,0,0,0
32066,5,0,5,0,0,0
88884,5,0,5,0,0,0
29808,14,14,0,3,0,3
56919,15,0,15,0,0,0
83180,3,0,3,0,0,0
60127,72,60,12,0,0,0
58834,50,30,20,0,0,0
90294,7,0,7,0,0,0
29809,13,13,0,3,0,3
32498,10,0,10,0,0,0
90289,5,1,4,0,0,0
53649,15,0,15,0,0,0
60138,36,33,3,0,0,0
87018,48,19,29,0,0,0
92637,9,9,0,2,0,2
58835,5,1,4,0,0,0
29812,10,10,0,3,0,3
32119,5,0,5,0,0,0
87186,5,2,3,0,0,0
56204,15,0,15,0,0,0
60129,36,27,9,0,0,0
30440,6,2,4,0,0,0
90521,14,14,0,0,0,0
32185,5,0,5,0,0,0
92638,9,7,2,2,0,2
53093,125,97,28,25,0,25
89246,3,3,0,0,0,0
55455,48,27,21,0,0,0
30399,12,12,0,3,0,3
56160,15,0,15,0,0,0
88121,7,0,7,0,0,0
30439,60,43,17,0,0,0
32458,10,0,10,0,0,0
86051,32,30,2,0,0,0
53464,5,2,3,5,0,5
82842,5,0,5,0,0,0
27947,9,9,0,3,2,1
55457,24,11,13,0,0,0
90860,21,21,0,0,0,0
53650,15,0,15,0,0,0
32490,10,0,10,0,0,0
31416,3,0,3,0,0,0
58977,50,10,40,0,0,0
86052,10,10,0,1,0,1
55165,15,0,15,0,0,0
84486,3,1,2,0,0,0
90846,18,4,14,0,0,0
29839,9,9,0,3,1,2
55456,24,16,8,0,0,0
33840,10,1,9,0,0,0
56271,10,0,10,0,0,0
32688,30,23,7,0,0,0
53651,15,0,15,0,0,0
86053,10,10,0,4,0,4
91222,30,30,0,0,0,0
60896,0,1,0,0,0,0
82398,15,11,4,0,0,0
93941,24,19,5,0,0,0
20298,60,23,37,0,0,0
57990,5,0,5,0,0,0
32499,10,0,10,0,0,0
56094,15,0,15,0,0,0
55826,10,0,10,0,0,0
89659,10,10,0,1,0,1
30501,14,12,2,0,0,0
58979,50,18,32,0,0,0
87427,30,30,0,0,0,0
81191,25,18,7,0,0,0
88633,3,0,3,0,0,0
26288,75,52,23,0,0,0
60750,10,1,9,0,0,0
55968,15,0,15,0,0,0
32460,10,0,10,0,0,0
80319,70,54,16,0,0,0
57946,5,0,5,0,0,0
91223,30,25,5,0,0,0
58232,50,0,50,0,0,0
30503,24,21,3,0,0,0
33293,32,28,4,2,0,2
93331,3,0,3,0,0,0
30370,10,0,10,0,0,0
58027,10,0,10,0,0,0
53914,15,0,15,0,0,0
87468,55,9,46,0,0,0
58776,1,0,1,0,0,0
57403,50,18,32,0,0,0
87428,30,25,5,0,0,0
94630,10,0,10,0,0,0
33294,8,8,0,2,0,2
30504,12,6,6,0,0,0
59717,10,0,10,0,0,0
32324,5,0,5,0,0,0
81287,215,206,9,20,0,20
53652,15,0,15,0,0,0
82231,90,59,31,0,0,0
85626,75,55,20,0,0,0
58454,5,0,5,0,0,0
58233,50,26,24,0,0,0
30425,8,8,0,2,1,1
84947,3,1,2,0,0,0
24569,10,0,10,0,0,0
81288,30,18,12,10,0,10
58972,100,24,76,0,0,0
80649,75,61,14,0,0,0
60776,10,0,10,0,0,0
87429,65,63,2,0,0,0
87888,3,0,3,0,0,0
53653,15,0,15,0,0,0
30427,8,8,0,2,2,0
60617,5,1,4,0,0,0
30505,15,15,0,10,10,0
24802,10,0,10,0,0,0
81309,98,89,9,40,0,40
60250,15,3,12,0,0,0
93678,12,2,10,0,0,0
59744,10,0,10,0,0,0
53205,15,0,15,0,0,0
83750,65,44,21,0,0,0
33830,10,2,8,0,0,0
81952,15,3,12,0,0,0
59699,5,0,5,0,0,0
33295,6,4,2,2,0,2
32502,10,0,10,0,0,0
80321,105,97,8,10,0,10
58245,55,47,8,0,0,0
80650,75,62,13,0,0,0
53581,15,0,15,0,0,0
31625,5,1,4,0,0,0
54143,15,0,15,0,0,0
54101,10,0,10,0,0,0
86399,15,0,15,0,0,0
94579,10,0,10,0,0,0
87204,1,0,1,0,0,0
21154,170,158,12,20,0,20
26368,5,0,5,0,0,0
82517,57,55,2,10,0,10
60251,75,21,54,0,0,0
91088,1,1,0,0,0,0
56129,15,0,15,0,0,0
58520,5,0,5,0,0,0
54648,15,0,15,0,0,0
82170,5,1,4,0,0,0
22842,2,0,2,0,0,0
86395,15,0,15,0,0,0
32427,10,0,10,0,0,0
86710,1,0,1,0,0,0
30410,45,21,24,15,0,15
83295,36,33,3,0,0,0
60959,31,15,16,0,0,0
55461,15,0,15,0,0,0
84344,1,1,0,0,0,0
60136,5,0,5,0,0,0
56116,5,0,5,0,0,0
91198,27,25,2,10,0,10
31426,10,0,10,0,0,0
