crn,seatCapacity,seatActual,seatRemaining,waitlistCapacity,waitlistActual,waitlistRemaining
55889,10,0,10,0,0,0
56118,3,0,3,0,0,0
86681,10,0,10,0,0,0
80574,27,25,2,10,0,10
56857,10,1,9,0,0,0
89452,20,10,10,0,0,0
31806,25,8,17,0,0,0
54643,20,0,20,0,0,0
53016,55,54,1,20,0,20
87426,20,19,1,0,0,0
24214,15,0,15,0,0,0
58632,10,2,8,0,0,0
32782,2,0,2,25,0,25
57475,5,3,2,0,0,0
58052,25,1,24,0,0,0
93089,10,1,9,0,0,0
80577,36,36,0,10,0,10
93726,18,10,8,25,0,25
54644,20,0,20,0,0,0
31805,25,8,17,0,0,0
56707,55,44,11,20,0,20
88807,20,20,0,0,0,0
24202,5,0,5,0,0,0
53122,15,0,15,0,0,0
54259,25,0,25,0,0,0
80760,36,28,8,10,0,10
83259,15,0,15,0,0,0
94418,1,1,0,0,0,0
56082,3,0,3,0,0,0
28365,10,0,10,0,0,0
54645,5,1,4,0,0,0
59599,55,41,14,20,0,20
30366,10,0,10,0,0,0
58440,10,0,10,0,0,0
54260,25,1,24,0,0,0
54647,20,0,20,0,0,0
80761,36,36,0,10,0,10
58569,5,0,5,0,0,0
85368,10,0,10,0,0,0
28318,10,0,10,0,0,0
52879,35,30,5,30,0,30
59951,10,1,9,0,0,0
26615,10,0,10,0,0,0
54261,25,0,25,0,0,0
80769,36,33,3,10,0,10
26047,10,0,10,0,0,0
90235,10,0,10,0,0,0
56940,5,0,5,0,0,0
60198,31,25,6,20,0,20
58641,10,0,10,0,0,0
32147,10,0,10,0,0,0
81205,36,20,16,10,0,10
54262,10,0,10,0,0,0
83689,15,0,15,0,0,0
21172,15,0,15,0,0,0
53992,8,0,8,0,0,0
87005,20,20,0,0,0,0
56659,72,70,2,30,0,30
53449,15,2,13,0,0,0
23490,15,0,15,0,0,0
93727,5,2,3,25,0,25
81083,36,27,9,10,0,10
54263,25,0,25,0,0,0
54414,2,0,2,0,0,0
26080,15,0,15,0,0,0
59750,72,71,1,30,0,30
87006,20,20,0,0,0,0
91123,10,9,1,0,0,0
84478,15,0,15,0,0,0
60905,10,1,9,0,0,0
56193,5,0,5,0,0,0
95179,1,1,0,0,0,0
30157,5,0,5,0,0,0
81084,36,36,0,10,0,10
54264,25,0,25,0,0,0
89993,20,19,1,0,0,0
92947,20,9,11,0,0,0
31314,10,6,4,5,0,5
95155,10,0,10,0,0,0
52662,15,0,15,0,0,0
58195,5,0,5,0,0,0
80990,36,36,0,10,0,10
92751,2,2,0,0,0,0
54265,25,1,24,0,0,0
89812,20,20,0,0,0,0
85815,10,0,10,0,0,0
55319,5,1,4,0,0,0
28411,10,0,10,0,0,0
54615,8,1,7,0,0,0
92752,2,2,0,0,0,0
94401,20,20,0,0,0,0
54266,10,0,10,0,0,0
81086,36,20,16,10,0,10
82450,15,4,11,0,0,0
55350,15,0,15,0,0,0
23778,5,0,5,0,0,0
23486,10,0,10,0,0,0
57678,5,0,5,0,0,0
92396,20,19,1,0,0,0
95180,1,1,0,0,0,0
57838,50,29,21,0,0,0
59986,10,0,10,0,0,0
81088,36,31,5,10,0,10
93164,10,0,10,0,0,0
57540,10,0,10,0,0,0
26069,10,0,10,0,0,0
25184,10,0,10,0,0,0
54707,1,0,1,0,0,0
55322,26,25,1,10,0,10
86431,18,15,3,0,0,0
54267,25,0,25,0,0,0
84423,5,0,5,0,0,0
59819,10,1,9,0,0,0
25413,10,0,10,0,0,0
81105,36,33,3,10,0,10
54635,1,0,1,0,0,0
31252,18,8,10,25,0,25
27622,10,0,10,0,0,0
92592,18,0,18,0,0,0
54268,25,0,25,0,0,0
55323,10,4,6,10,0,10
87332,10,0,10,0,0,0
57920,10,0,10,0,0,0
83308,12,10,2,0,0,0
26085,10,0,10,0,0,0
55253,3,0,3,0,0,0
92319,50,0,50,0,0,0
54269,25,0,25,0,0,0
28405,10,0,10,0,0,0
56441,20,11,9,10,0,10
84195,15,0,15,0,0,0
86898,12,4,8,0,0,0
60736,10,0,10,0,0,0
55404,3,0,3,0,0,0
24165,10,0,10,0,0,0
83593,50,0,50,0,0,0
54270,10,0,10,0,0,0
83214,15,0,15,0,0,0
60455,8,7,1,5,0,5
94159,36,11,25,0,0,0
23856,15,0,15,0,0,0
53097,15,0,15,0,0,0
55747,1,0,1,0,0,0
28366,10,0,10,0,0,0
84171,100,0,100,0,0,0
55160,25,0,25,0,0,0
60456,32,27,5,10,0,10
53162,15,0,15,0,0,0
95168,10,1,9,0,0,0
26207,10,0,10,0,0,0
91718,36,35,1,10,0,10
60578,5,1,4,0,0,0
28367,10,0,10,0,0,0
83906,50,0,50,0,0,0
55227,25,0,25,0,0,0
54271,24,22,2,10,0,10
53213,15,6,9,0,0,0
85898,10,0,10,0,0,0
25173,10,0,10,0,0,0
91719,36,35,1,0,0,0
55507,5,0,5,0,0,0
83907,50,0,50,0,0,0
27568,10,0,10,0,0,0
56406,25,4,21,0,0,0
88003,10,1,9,0,0,0
53450,15,0,15,0,0,0
54272,20,12,8,10,0,10
24206,5,0,5,0,0,0
91640,36,36,0,10,0,10
57343,5,0,5,0,0,0
93180,5,2,3,0,0,0
26716,10,0,10,0,0,0
54273,25,0,25,0,0,0
82126,15,0,15,0,0,0
24696,15,0,15,0,0,0
55041,15,0,15,0,0,0
91641,36,36,0,0,0,0
53000,25,15,10,10,0,10
54032,8,0,8,0,0,0
28400,10,0,10,0,0,0
91209,15,14,1,0,0,0
54274,10,0,10,0,0,0
55390,5,0,5,0,0,0
84934,5,0,5,0,0,0
25683,10,0,10,0,0,0
91642,36,36,0,10,0,10
60961,1,4,0,0,0,0
29144,18,15,3,25,0,25
58110,5,0,5,0,0,0
94670,45,17,28,10,0,10
24463,10,0,10,0,0,0
58471,10,4,6,0,0,0
91643,36,36,0,0,0,0
59892,10,0,10,0,0,0
30078,10,0,10,0,0,0
82189,15,0,15,0,0,0
60902,5,0,5,0,0,0
54623,1,0,1,0,0,0
94671,45,13,32,10,0,10
25974,10,0,10,0,0,0
54275,25,0,25,0,0,0
90391,10,0,10,0,0,0
52665,15,0,15,0,0,0
22821,15,0,15,0,0,0
87297,10,0,10,0,0,0
60045,1,0,1,0,0,0
26645,10,0,10,0,0,0
54688,3,2,1,0,0,0
91478,18,17,1,0,0,0
52666,15,0,15,0,0,0
90340,10,0,10,0,0,0
24616,10,0,10,0,0,0
84426,5,5,0,0,0,0
58698,4,0,4,0,0,0
54642,5,0,5,0,0,0
92063,0,0,0,0,0,0
22500,10,0,10,0,0,0
52663,15,0,15,0,0,0
28238,10,0,10,0,0,0
59677,3,0,3,0,0,0
93352,10,0,10,0,0,0
87179,10,0,10,0,0,0
54071,8,0,8,0,0,0
92064,110,83,27,0,0,0
25664,10,0,10,0,0,0
52664,15,0,15,0,0,0
23177,15,0,15,0,0,0
59678,1,1,0,0,0,0
93397,10,2,8,0,0,0
81311,15,0,15,0,0,0
54276,10,0,10,0,0,0
57207,5,2,3,0,0,0
32318,5,0,5,0,0,0
92833,15,3,12,0,0,0
55740,10,1,9,0,0,0
57955,3,2,1,0,0,0
87214,15,5,10,0,0,0
23841,15,0,15,0,0,0
92962,10,1,9,0,0,0
54277,10,0,10,0,0,0
54332,3,1,2,0,0,0
25417,10,0,10,0,0,0
56436,10,0,10,0,0,0
26815,180,127,53,0,0,0
94680,20,11,9,0,0,0
93179,5,0,5,0,0,0
24988,10,0,10,0,0,0
95254,10,1,9,0,0,0
55123,25,2,23,0,0,0
54076,5,0,5,0,0,0
59798,1,0,1,0,0,0
24102,10,0,10,0,0,0
52667,15,0,15,0,0,0
26816,180,178,2,0,0,0
92541,10,0,10,0,0,0
22116,15,0,15,0,0,0
90444,10,0,10,0,0,0
59466,1,0,1,0,0,0
56407,25,1,24,0,0,0
58659,0,0,0,0,0,0
24694,10,0,10,0,0,0
56239,10,0,10,0,0,0
24389,180,137,43,0,0,0
94681,10,4,6,0,0,0
30147,10,0,10,0,0,0
84060,10,0,10,0,0,0
58029,1,0,1,0,0,0
56337,5,0,5,0,0,0
28363,10,0,10,0,0,0
54117,7,0,7,0,0,0
56779,10,0,10,0,0,0
94363,54,51,3,20,0,20
23788,5,0,5,0,0,0
58665,5,0,5,0,0,0
53159,5,0,5,0,0,0
86019,10,0,10,0,0,0
58060,5,0,5,0,0,0
85649,20,15,5,0,0,0
53808,15,1,14,0,0,0
93949,20,16,4,0,0,0
24170,10,0,10,0,0,0
82122,15,0,15,0,0,0
26194,10,0,10,0,0,0
59894,1,0,1,0,0,0
89210,10,0,10,0,0,0
60111,10,0,10,0,0,0
52668,15,0,15,0,0,0
24489,10,0,10,0,0,0
56830,5,0,5,0,0,0
81961,15,0,15,0,0,0
91597,60,14,46,0,0,0
23588,15,0,15,0,0,0
55849,20,0,20,0,0,0
53451,15,1,14,0,0,0
95188,5,0,5,0,0,0
23504,10,0,10,0,0,0
57899,5,0,5,0,0,0
84199,15,1,14,0,0,0
91601,32,26,6,0,0,0
22776,15,0,15,0,0,0
53762,10,0,10,0,0,0
53452,15,1,14,0,0,0
30232,5,0,5,0,0,0
84891,5,0,5,0,0,0
55770,5,1,4,0,0,0
87219,10,0,10,0,0,0
92114,15,13,2,0,0,0
33072,40,40,0,0,0,0
25065,10,0,10,0,0,0
53338,100,0,100,0,0,0
53453,15,0,15,0,0,0
26083,10,0,10,0,0,0
95244,10,1,9,0,0,0
57310,5,0,5,0,0,0
84853,10,0,10,0,0,0
92116,15,0,15,0,0,0
33791,10,0,10,0,0,0
54340,99,0,99,0,0,0
57334,10,0,10,0,0,0
33073,40,39,1,0,0,0
57591,10,0,10,0,0,0
25591,10,0,10,0,0,0
90392,10,0,10,0,0,0
56642,5,0,5,0,0,0
94423,10,2,8,0,0,0
26676,10,0,10,0,0,0
53877,99,0,99,0,0,0
33074,40,40,0,0,0,0
53737,15,0,15,0,0,0
55748,10,0,10,0,0,0
90393,10,0,10,0,0,0
57132,5,0,5,0,0,0
28299,10,0,10,0,0,0
92540,10,0,10,0,0,0
21842,15,0,15,0,0,0
60548,99,0,99,0,0,0
55447,20,0,20,0,0,0
33075,40,40,0,0,0,0
56523,10,0,10,0,0,0
58206,2,1,1,0,0,0
89143,10,1,9,0,0,0
27466,10,0,10,0,0,0
92642,20,21,0,8,0,8
24245,5,0,5,0,0,0
56251,25,0,25,0,0,0
57658,10,0,10,0,0,0
57287,5,0,5,0,0,0
88049,10,0,10,0,0,0
23811,10,0,10,0,0,0
87620,10,0,10,0,0,0
32225,10,0,10,0,0,0
92643,20,15,5,8,0,8
58854,15,5,10,0,0,0
33076,40,13,27,0,0,0
58397,30,3,27,0,0,0
55506,5,0,5,0,0,0
59541,10,1,9,0,0,0
82134,15,0,15,0,0,0
90432,10,0,10,0,0,0
24234,10,0,10,0,0,0
21898,15,0,15,0,0,0
92644,20,16,4,8,0,8
53156,10,0,10,0,0,0
58523,20,2,18,0,0,0
58644,10,2,8,0,0,0
55252,3,0,3,0,0,0
85183,10,0,10,0,0,0
26048,10,0,10,0,0,0
26160,10,0,10,0,0,0
60793,10,1,9,0,0,0
92645,20,13,7,8,0,8
58631,20,1,19,0,0,0
29211,30,30,0,0,0,0
92028,18,14,4,25,0,25
58710,5,0,5,0,0,0
60637,10,1,9,0,0,0
23810,10,0,10,0,0,0
23791,5,0,5,0,0,0
57958,100,3,97,0,0,0
92646,20,18,2,8,0,8
33078,40,40,0,0,0,0
87093,10,0,10,0,0,0
93723,9,4,5,25,0,25
54742,10,0,10,0,0,0
58157,5,0,5,0,0,0
26697,10,0,10,0,0,0
57615,10,0,10,0,0,0
30287,10,0,10,0,0,0
54341,100,5,95,0,0,0
92647,20,17,3,8,0,8
24774,30,24,6,0,0,0
87970,10,0,10,0,0,0
93735,9,0,9,25,0,25
60878,10,1,9,0,0,0
28323,10,0,10,0,0,0
54728,5,1,4,0,0,0
83023,15,0,15,0,0,0
30327,10,0,10,0,0,0
52669,15,0,15,0,0,0
53872,100,0,100,0,0,0
92648,20,20,0,8,0,8
82874,10,0,10,0,0,0
57366,10,0,10,0,0,0
22775,10,0,10,0,0,0
54139,1,0,1,0,0,0
29982,10,0,10,0,0,0
86974,10,0,10,0,0,0
52670,15,4,11,0,0,0
52920,99,0,99,0,0,0
92649,12,12,0,8,0,8
95140,5,1,4,0,0,0
56964,10,0,10,0,0,0
26111,10,0,10,0,0,0
58627,5,0,5,0,0,0
86679,10,1,9,0,0,0
21838,15,0,15,0,0,0
58715,20,1,19,0,0,0
53454,15,0,15,0,0,0
86662,10,0,10,0,0,0
92650,20,20,0,8,0,8
33775,15,3,12,0,0,0
24588,10,0,10,0,0,0
56187,25,0,25,0,0,0
21699,15,0,15,0,0,0
55777,1,0,1,0,0,0
57937,99,1,98,0,0,0
87304,10,3,7,0,0,0
53455,15,0,15,0,0,0
86367,10,0,10,0,0,0
92651,20,17,3,8,0,8
33440,5,1,4,0,0,0
24923,10,0,10,0,0,0
55011,15,0,15,0,0,0
87352,10,0,10,0,0,0
55437,20,0,20,0,0,0
57943,99,1,98,0,0,0
53456,15,1,14,0,0,0
23592,15,0,15,0,0,0
92652,20,18,2,8,0,8
84787,10,0,10,0,0,0
33361,40,36,4,0,0,0
23797,10,0,10,0,0,0
89055,10,3,7,0,0,0
54442,3,0,3,0,0,0
58024,99,1,98,0,0,0
24203,5,0,5,0,0,0
53457,15,3,12,0,0,0
53888,25,0,25,0,0,0
85452,10,0,10,0,0,0
33079,40,40,0,0,0,0
27519,20,0,20,0,0,0
92653,18,18,0,8,0,8
82085,15,5,10,0,0,0
55422,3,0,3,0,0,0
54013,100,3,97,0,0,0
26379,10,0,10,0,0,0
56629,10,0,10,0,0,0
90389,10,0,10,0,0,0
55530,5,4,1,0,0,0
92654,20,14,6,8,0,8
82465,15,0,15,0,0,0
32317,10,0,10,0,0,0
58082,99,1,98,0,0,0
33080,40,37,3,0,0,0
24237,10,0,10,0,0,0
54731,5,0,5,0,0,0
84858,10,0,10,0,0,0
92655,20,15,5,8,0,8
52673,15,0,15,0,0,0
91566,18,15,3,25,0,25
53017,15,0,15,0,0,0
84945,5,0,5,0,0,0
58675,99,1,98,0,0,0
85211,10,0,10,0,0,0
56233,3,0,3,0,0,0
33081,40,40,0,0,0,0
22148,10,0,10,0,0,0
21849,15,0,15,0,0,0
52672,15,1,14,0,0,0
92656,20,15,5,8,0,8
87312,10,2,8,0,0,0
53018,15,0,15,0,0,0
91588,9,6,3,25,0,25
25705,10,0,10,0,0,0
84078,10,0,10,0,0,0
56320,5,0,5,0,0,0
22621,15,0,15,0,0,0
93736,9,5,4,25,0,25
92657,20,13,7,8,0,8
53152,15,0,15,0,0,0
89244,10,0,10,0,0,0
52921,99,0,99,0,0,0
54556,15,0,15,0,0,0
33083,40,25,15,0,0,0
25856,10,0,10,0,0,0
57821,25,16,9,0,0,0
25892,10,0,10,0,0,0
93288,5,0,5,0,0,0
92658,20,19,1,8,0,8
54127,10,0,10,0,0,0
52923,99,0,99,0,0,0
89061,10,2,8,0,0,0
55329,5,0,5,0,0,0
31450,40,40,0,0,0,0
25681,10,0,10,0,0,0
60680,3,3,0,0,0,0
22667,15,0,15,0,0,0
87217,10,0,10,0,0,0
52922,99,7,92,0,0,0
53084,15,2,13,0,0,0
89837,10,0,10,0,0,0
92659,20,19,1,8,0,8
57921,10,2,8,0,0,0
26167,10,0,10,0,0,0
26117,10,0,10,0,0,0
29193,40,40,0,0,0,0
86579,10,0,10,0,0,0
60312,50,11,39,0,0,0
53909,15,0,15,0,0,0
57961,99,4,95,0,0,0
92660,20,19,1,8,0,8
95052,10,1,9,0,0,0
58634,10,0,10,0,0,0
26214,10,0,10,0,0,0
20977,45,0,45,0,0,0
90320,10,0,10,0,0,0
88214,190,190,0,0,0,0
33084,40,42,0,0,0,0
55443,20,0,20,0,0,0
58603,5,0,5,0,0,0
92661,20,20,0,8,0,8
93306,10,0,10,0,0,0
53695,99,1,98,0,0,0
52674,15,0,15,0,0,0
22740,60,8,52,30,0,30
24665,15,0,15,0,0,0
89029,10,0,10,0,0,0
88215,190,186,4,0,0,0
58210,25,0,25,0,0,0
52882,10,0,10,0,0,0
92662,20,19,1,8,0,8
94929,10,0,10,0,0,0
58716,99,0,99,0,0,0
56238,10,0,10,0,0,0
20396,60,60,0,50,7,43
25592,10,0,10,0,0,0
84447,10,0,10,0,0,0
92663,20,19,1,8,0,8
60624,5,0,5,0,0,0
85092,190,190,0,0,0,0
57971,99,4,95,0,0,0
60009,25,0,25,0,0,0
82076,15,1,14,0,0,0
55557,5,0,5,0,0,0
20397,55,55,0,30,3,27
27491,10,0,10,0,0,0
84923,10,0,10,0,0,0
31453,40,26,14,0,0,0
92664,18,18,0,8,0,8
24171,10,0,10,0,0,0
82077,15,0,15,0,0,0
53019,15,0,15,0,0,0
58083,99,1,98,0,0,0
94898,1,1,0,0,0,0
55201,5,0,5,0,0,0
52675,15,0,15,0,0,0
30150,5,1,4,0,0,0
21806,15,0,15,0,0,0
87180,10,0,10,0,0,0
31030,5,0,5,5,0,5
92665,20,16,4,8,0,8
84896,5,0,5,0,0,0
58528,20,1,19,0,0,0
25876,10,0,10,0,0,0
53726,15,0,15,0,0,0
60055,5,1,4,0,0,0
55370,5,1,4,0,0,0
32205,5,0,5,0,0,0
22130,15,0,15,0,0,0
92666,20,17,3,8,0,8
31029,15,7,8,5,0,5
84446,10,0,10,0,0,0
52924,99,2,97,0,0,0
56432,5,0,5,0,0,0
54557,15,0,15,0,0,0
86607,10,0,10,0,0,0
53921,20,0,20,0,0,0
27888,5,0,5,0,0,0
23170,10,0,10,0,0,0
24256,5,0,5,0,0,0
53881,100,1,99,0,0,0
92667,20,18,2,8,0,8
95163,5,1,4,0,0,0
33087,10,10,0,0,0,0
52885,8,0,8,0,0,0
59947,10,0,10,0,0,0
87334,10,0,10,0,0,0
53020,15,0,15,0,0,0
30250,5,0,5,0,0,0
28352,10,0,10,0,0,0
26175,10,0,10,0,0,0
53687,99,0,99,0,0,0
88024,10,0,10,0,0,0
92115,5,1,4,0,0,0
33540,15,14,1,0,0,0
56594,5,0,5,0,0,0
83256,15,0,15,0,0,0
33691,5,0,5,0,0,0
53458,15,1,14,0,0,0
53021,15,0,15,0,0,0
22478,10,0,10,0,0,0
27651,10,0,10,0,0,0
90345,10,0,10,0,0,0
57957,100,1,99,0,0,0
92117,5,0,5,0,0,0
24778,75,69,6,50,0,50
31462,40,40,0,0,0,0
81828,15,0,15,0,0,0
55523,3,0,3,0,0,0
54145,3,0,3,0,0,0
22472,10,0,10,0,0,0
57168,10,0,10,0,0,0
27496,10,0,10,0,0,0
83213,10,0,10,0,0,0
54780,100,1,99,0,0,0
24776,75,43,32,50,0,50
31463,25,25,0,0,0,0
85994,10,0,10,0,0,0
60642,10,0,10,0,0,0
57214,10,0,10,0,0,0
22488,10,0,10,0,0,0
58702,10,0,10,0,0,0
27950,10,0,10,0,0,0
87246,10,0,10,0,0,0
53882,100,1,99,0,0,0
24775,75,74,0,50,4,46
86560,15,0,15,0,0,0
33088,15,15,0,0,0,0
57498,5,0,5,0,0,0
56947,10,0,10,0,0,0
22475,10,0,10,0,0,0
60773,10,0,10,0,0,0
30247,10,0,10,0,0,0
85337,10,0,10,0,0,0
53871,100,6,94,0,0,0
21979,75,75,0,50,22,28
87295,10,0,10,0,0,0
58720,5,0,5,0,0,0
58700,20,0,20,0,0,0
21895,10,0,10,0,0,0
53459,15,1,14,0,0,0
85745,10,0,10,0,0,0
21798,15,0,15,0,0,0
53883,100,1,99,0,0,0
24777,75,75,0,50,27,23
95332,10,1,9,0,0,0
56726,5,0,5,0,0,0
56609,10,0,10,0,0,0
21345,10,0,10,0,0,0
52676,15,0,15,0,0,0
84432,10,0,10,0,0,0
27990,60,60,0,30,2,28
21799,15,0,15,0,0,0
57950,99,0,99,0,0,0
33672,1,1,0,0,0,0
53633,5,0,5,0,0,0
81944,15,0,15,0,0,0
89086,20,0,20,0,0,0
56618,10,0,10,0,0,0
27991,60,60,0,30,3,27
55538,100,4,96,0,0,0
24207,5,0,5,0,0,0
33363,6,4,2,0,0,0
81888,15,0,15,0,0,0
60932,10,0,10,0,0,0
91650,40,37,3,0,0,0
95261,5,1,4,0,0,0
53022,15,0,15,0,0,0
27992,60,17,43,30,0,30
25613,10,0,10,0,0,0
59626,1,0,1,0,0,0
83241,15,0,15,0,0,0
31629,25,10,15,0,0,0
54672,5,0,5,0,0,0
84926,10,0,10,0,0,0
91651,40,39,1,0,0,0
53023,15,0,15,0,0,0
26196,10,0,10,0,0,0
24103,10,0,10,0,0,0
53106,99,0,99,0,0,0
82464,15,0,15,0,0,0
33831,1,1,0,0,0,0
53311,10,0,10,0,0,0
86061,100,99,1,5,0,5
53024,15,0,15,0,0,0
82484,10,0,10,0,0,0
28289,10,0,10,0,0,0
22818,15,0,15,0,0,0
58477,100,2,98,0,0,0
55237,5,0,5,0,0,0
82764,15,0,15,0,0,0
33090,15,9,6,0,0,0
91653,40,38,2,0,0,0
53763,10,1,9,0,0,0
86704,10,0,10,0,0,0
20402,60,60,0,50,13,37
21214,15,0,15,0,0,0
53477,8,0,8,0,0,0
21597,15,0,15,0,0,0
86981,10,0,10,0,0,0
33091,15,7,8,0,0,0
54948,100,0,100,0,0,0
91654,40,40,0,0,0,0
55302,20,0,20,0,0,0
86930,10,0,10,0,0,0
22846,60,48,12,50,0,50
25159,10,0,10,0,0,0
32176,1,0,1,0,0,0
87130,10,0,10,0,0,0
58443,5,1,4,0,0,0
23149,10,0,10,0,0,0
54781,100,0,100,0,0,0
60732,10,1,9,0,0,0
83088,15,0,15,0,0,0
24497,60,41,19,50,0,50
25573,15,0,15,0,0,0
91992,9,9,0,0,0,0
24585,10,0,10,0,0,0
55246,3,0,3,0,0,0
95308,10,3,7,0,0,0
33089,15,9,6,0,0,0
58121,99,1,98,0,0,0
56315,25,0,25,0,0,0
87253,10,0,10,0,0,0
23276,75,74,1,50,0,50
26158,10,0,10,0,0,0
94023,16,14,2,5,0,5
21285,15,0,15,0,0,0
58136,5,0,5,0,0,0
32059,1,1,0,0,0,0
86680,10,0,10,0,0,0
56519,99,1,98,0,0,0
58703,10,0,10,0,0,0
81104,45,0,45,0,0,0
25918,75,60,15,20,0,20
21684,15,0,15,0,0,0
93925,40,39,1,0,0,0
23386,10,0,10,0,0,0
58519,5,0,5,0,0,0
95276,10,1,9,0,0,0
33811,1,1,0,0,0,0
85420,15,2,13,0,0,0
30804,40,23,17,20,0,20
53025,15,0,15,0,0,0
52925,99,0,99,0,0,0
21092,15,0,15,0,0,0
91716,50,14,36,0,0,0
21631,15,0,15,0,0,0
53478,10,0,10,0,0,0
33812,1,1,0,0,0,0
87206,10,2,8,0,0,0
52926,99,0,99,0,0,0
86580,10,0,10,0,0,0
53344,15,0,15,0,0,0
30805,40,33,7,20,0,20
22825,10,0,10,0,0,0
22803,15,0,15,0,0,0
85558,30,10,20,0,0,0
29750,1,0,1,0,0,0
54019,8,0,8,0,0,0
93062,10,2,8,0,0,0
84859,10,0,10,0,0,0
28681,200,174,26,50,0,50
53716,99,0,99,0,0,0
91657,20,15,5,0,0,0
24608,10,0,10,0,0,0
53272,15,0,15,0,0,0
22129,15,0,15,0,0,0
28151,1,1,0,0,0,0
60799,10,1,9,0,0,0
95255,10,0,10,0,0,0
95265,5,1,4,0,0,0
26755,30,29,1,30,0,30
55348,100,6,94,0,0,0
53723,15,0,15,0,0,0
52889,10,0,10,0,0,0
30128,1,1,0,0,0,0
22390,15,0,15,0,0,0
28291,10,0,10,0,0,0
82502,15,0,15,0,0,0
92505,7,6,1,0,0,0
86956,10,0,10,0,0,0
25657,10,0,10,0,0,0
53231,8,0,8,0,0,0
54455,5,0,5,0,0,0
26756,30,22,8,30,0,30
58481,20,0,20,0,0,0
30953,15,2,13,0,0,0
25898,10,0,10,0,0,0
88189,30,28,2,0,0,0
93865,40,39,1,0,0,0
26757,30,30,0,30,1,29
56631,10,0,10,0,0,0
57160,5,0,5,0,0,0
25146,10,0,10,0,0,0
83682,10,0,10,0,0,0
53873,100,0,100,0,0,0
32180,1,1,0,0,0,0
31059,18,18,0,0,0,0
82463,15,0,15,0,0,0
26008,10,0,10,0,0,0
26758,30,30,0,30,1,29
57335,25,0,25,0,0,0
52887,10,1,9,0,0,0
53874,100,3,97,0,0,0
32236,1,1,0,0,0,0
22666,10,0,10,0,0,0
84438,10,2,8,0,0,0
33642,18,17,1,0,0,0
91663,36,34,2,0,0,0
32042,10,0,10,0,0,0
31995,30,18,12,15,0,15
60067,10,0,10,0,0,0
60901,10,1,9,0,0,0
20293,10,3,7,0,0,0
53686,99,5,94,0,0,0
31060,18,17,1,0,0,0
22418,10,0,10,0,0,0
84832,5,0,5,0,0,0
93697,36,34,2,0,0,0
25682,10,0,10,0,0,0
20294,10,3,7,0,0,0
55055,5,0,5,0,0,0
90378,10,0,10,0,0,0
60057,10,0,10,0,0,0
54986,10,0,10,0,0,0
54015,100,1,99,0,0,0
26759,30,15,15,30,0,30
87298,10,0,10,0,0,0
91664,4,4,0,0,0,0
20295,25,7,18,0,0,0
25149,10,0,10,0,0,0
26072,10,0,10,0,0,0
52898,10,1,9,0,0,0
53262,15,0,15,0,0,0
54579,10,0,10,0,0,0
26760,31,30,1,30,0,30
82852,10,0,10,0,0,0
53761,99,3,96,0,0,0
89089,10,0,10,0,0,0
94024,21,20,1,5,0,5
24870,10,0,10,0,0,0
56610,10,0,10,0,0,0
55783,10,0,10,0,0,0
32253,10,0,10,0,0,0
52891,10,0,10,0,0,0
58081,99,0,99,0,0,0
82846,10,0,10,0,0,0
92248,10,1,9,0,0,0
20400,60,60,0,50,7,43
33643,18,17,1,0,0,0
23820,10,0,10,0,0,0
93927,40,37,3,0,0,0
53765,15,0,15,0,0,0
56603,10,1,9,0,0,0
52908,111,42,69,0,0,0
30063,10,0,10,0,0,0
83165,75,75,0,50,0,50
24779,45,62,0,50,19,31
53479,7,0,7,0,0,0
82862,10,0,10,0,0,0
84901,5,0,5,0,0,0
30713,72,60,12,0,0,0
26045,10,0,10,0,0,0
93929,40,40,0,0,0,0
53027,15,0,15,0,0,0
54696,10,0,10,0,0,0
52909,111,11,100,0,0,0
32007,10,0,10,0,0,0
80427,75,75,0,50,0,50
26082,10,0,10,0,0,0
20401,75,71,4,50,0,50
82849,10,0,10,0,0,0
31244,36,36,0,0,0,0
93930,40,40,0,0,0,0
82151,15,2,13,0,0,0
53480,7,0,7,0,0,0
54769,10,0,10,0,0,0
59929,2,0,2,0,0,0
56948,10,0,10,0,0,0
20409,75,45,30,60,0,60
82186,10,0,10,0,0,0
80428,75,29,46,50,0,50
31241,36,32,4,0,0,0
91667,40,39,1,0,0,0
84437,5,0,5,0,0,0
28055,10,0,10,0,0,0
56614,10,0,10,0,0,0
22166,15,0,15,0,0,0
53878,99,0,99,0,0,0
53744,5,0,5,0,0,0
53341,15,0,15,0,0,0
31365,36,37,0,0,0,0
25207,75,75,0,60,36,24
89736,5,3,2,0,0,0
93932,40,36,4,0,0,0
81507,10,0,10,0,0,0
26802,100,0,100,0,0,0
54771,10,3,7,0,0,0
88052,10,0,10,0,0,0
25112,10,0,10,0,0,0
57970,99,1,98,0,0,0
56100,3,0,3,0,0,0
53373,15,0,15,0,0,0
31366,36,32,4,0,0,0
24780,75,75,0,60,50,10
80429,75,74,1,50,0,50
84788,10,0,10,0,0,0
24996,10,0,10,0,0,0
22128,15,0,15,0,0,0
88930,10,0,10,0,0,0
52902,99,2,97,0,0,0
55355,10,0,10,0,0,0
52894,10,0,10,0,0,0
56250,25,0,25,0,0,0
85561,75,74,1,50,0,50
90310,10,0,10,0,0,0
31062,19,19,0,0,0,0
30550,75,75,0,30,17,13
27526,10,0,10,0,0,0
